,gameCreation,gameDuration,gameId,gameMode,gameType,gameVersion,mapId,platformId,queueId,seasonId,date,shortVersion,participantId,player.accountId,player.currentAccountId,player.currentPlatformId,player.matchHistoryUri,player.platformId,player.profileIcon,player.summonerId,player.summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,stats.assists,stats.champLevel,stats.combatPlayerScore,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.damageSelfMitigated,stats.deaths,stats.doubleKills,stats.firstBloodAssist,stats.firstBloodKill,stats.firstInhibitorAssist,stats.firstInhibitorKill,stats.firstTowerAssist,stats.firstTowerKill,stats.goldEarned,stats.goldSpent,stats.inhibitorKills,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.killingSprees,stats.kills,stats.largestCriticalStrike,stats.largestKillingSpree,stats.largestMultiKill,stats.longestTimeSpentLiving,stats.magicDamageDealt,stats.magicDamageDealtToChampions,stats.magicalDamageTaken,stats.neutralMinionsKilled,stats.neutralMinionsKilledEnemyJungle,stats.neutralMinionsKilledTeamJungle,stats.objectivePlayerScore,stats.participantId,stats.pentaKills,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.physicalDamageDealt,stats.physicalDamageDealtToChampions,stats.physicalDamageTaken,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.quadraKills,stats.sightWardsBoughtInGame,stats.timeCCingOthers,stats.totalDamageDealt,stats.totalDamageDealtToChampions,stats.totalDamageTaken,stats.totalHeal,stats.totalMinionsKilled,stats.totalPlayerScore,stats.totalScoreRank,stats.totalTimeCrowdControlDealt,stats.totalUnitsHealed,stats.tripleKills,stats.trueDamageDealt,stats.trueDamageDealtToChampions,stats.trueDamageTaken,stats.turretKills,stats.unrealKills,stats.visionScore,stats.visionWardsBoughtInGame,stats.wardsKilled,stats.wardsPlaced,stats.win,teamId,timeline.creepsPerMinDeltas.0-10,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.20-30,timeline.creepsPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.goldPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.lane,timeline.participantId,timeline.role,timeline.xpDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,baronKills,dominionVictoryScore,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,riftHeraldKills,towerKills,vilemawKills,win,countnumber
184,2018-10-06 05:12:42.171,2353,2881370840,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,5,34787499,34787499,NA1,/v1/stats/player_history/NA/34787499,NA,3440,21411852,Onishfu,74,GOLD,12,4,10,18,0,8316,3521,19813,7,0,False,False,False,False,False,False,15878,14075,0,3157,3020,1056,3089,3512,3285,3340,1,8,0,7,1,781,168864,35872,12445,6,2,0,0,5,0,8229,2748,0,0,8226,250,1081,0,8210,0,0,0,8236,48,0,0,8138,30,0,0,8135,4558,5,0,8200,8100,22232,1143,9617,0,0,0,0,0,0,0,0,0,0,0,0,37,191753,37366,24076,3760,245,0,0,339,1,0,655,349,2013,3,0,21,1,0,13,True,100,6.8,6.0,4.800000000000001,5.6,1.799999999999999,0.7000000000000001,0.8,4.6,-29.499999999999986,167.0,-67.0,-47.60000000000002,199.0,877.3,668.8,916.8,237.3,307.6,364.29999999999995,686.4,MIDDLE,5,SOLO,27.400000000000006,-133.5,117.30000000000001,368.6,466.9,430.9,476.0,862.6,1,0,2,True,False,True,False,True,True,1,1,7,0,1,1
195,2018-10-06 04:45:07.625,1345,2881352629,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,21,BRONZE,4,7,5,11,0,6280,3310,1707,1,0,False,False,,,False,False,8707,6400,0,1055,3142,1036,3006,3133,1036,3340,1,3,649,3,1,1314,1750,348,2210,0,0,0,0,6,0,8128,886,0,0,8139,584,0,0,8138,7,0,0,8135,192,5,0,8234,23,0,0,8226,250,387,0,8100,8200,84472,9558,2051,0,0,0,0,0,0,0,0,0,0,0,0,2,88862,9906,5312,677,166,0,0,43,1,0,2640,0,1050,1,0,12,0,1,6,True,200,6.6,8.2,,,1.199999999999999,1.9,,,-193.4,-172.05,,,101.6,190.0,,,291.4,374.1,,,BOTTOM,6,DUO_CARRY,44.250000000000014,29.30000000000004,,,336.2,349.1,,,0,0,2,False,True,True,False,True,False,0,1,7,0,1,1
196,2018-10-06 04:45:07.625,1345,2881352629,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,7,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,117,BRONZE,4,3,12,11,0,2736,1198,2350,1,0,False,False,,,False,False,6058,5550,0,3092,3504,2055,3117,0,0,3364,0,0,0,0,0,1319,17798,6033,2780,0,0,0,0,7,0,8112,615,0,0,8143,10,0,0,8138,16,0,0,8106,5,0,0,8226,250,165,0,8210,0,0,0,8100,8200,2319,527,3167,0,0,0,0,0,0,0,0,0,0,0,0,17,20117,6560,5947,767,9,0,0,165,1,0,0,0,0,0,0,40,4,4,18,True,200,0.2,0.6000000000000001,,,1.199999999999999,1.9,,,-193.4,-172.05,,,119.4,306.79999999999995,,,172.3,255.29999999999998,,,BOTTOM,7,DUO_SUPPORT,44.250000000000014,29.30000000000004,,,284.0,360.8,,,0,0,2,False,True,True,False,True,False,0,1,7,0,1,1
197,2018-10-06 04:45:07.625,1345,2881352629,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,3,13,0,5207,4381,9464,2,2,False,True,,,False,False,9884,6608,0,2033,3052,0,3078,3047,0,3363,2,7,0,4,2,881,17898,3794,5170,16,16,0,0,8,0,8010,591,0,0,9111,411,200,0,9104,13,10,0,8014,268,0,0,8473,377,0,0,8472,0,0,0,8000,8400,81720,6037,8506,0,0,0,0,0,0,0,0,0,0,0,0,17,101744,11156,14348,2806,133,0,0,228,1,0,2124,1324,671,0,0,21,1,0,8,True,200,4.4,7.1,,,,,,,,,,,421.3,733.7,,,279.1,412.29999999999995,,,MIDDLE,8,DUO,,,,,354.8,489.29999999999995,,,0,0,2,False,True,True,False,True,False,0,1,7,0,1,1
198,2018-10-06 04:45:07.625,1345,2881352629,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,9,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3632,24132946,DrArchadium,35,SILVER,4,11,5,11,0,17204,547,4804,1,0,False,False,,,False,False,7942,5225,0,3706,3047,2031,3147,0,0,3340,1,4,440,4,1,228,12858,2122,2945,64,8,32,0,9,0,8124,0,0,0,8126,196,0,0,8138,9,0,0,8105,13,5,0,8275,7,0,0,8234,18,0,0,8100,8200,49759,3502,7674,0,0,0,0,0,0,0,0,0,0,0,0,13,74414,6077,10837,2947,46,0,0,594,1,0,11796,452,217,1,0,28,1,3,7,True,200,0.9,2.1,,,0.8,0.8,,,-129.60000000000002,-482.09999999999997,,,493.8,421.6,,,271.7,301.7,,,JUNGLE,9,NONE,1.2999999999999972,11.199999999999989,,,275.9,394.5,,,0,0,2,False,True,True,False,True,False,0,1,7,0,1,1
199,2018-10-06 04:45:07.625,1345,2881352629,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,10,34787499,34787499,NA1,/v1/stats/player_history/NA/34787499,NA,3440,21411852,Onishfu,90,GOLD,12,4,5,13,0,9595,9595,5854,4,0,False,False,,,False,False,9661,6675,0,1056,3151,3027,1001,0,0,3340,3,7,0,2,1,424,95943,18648,5996,8,0,8,0,10,0,8229,1113,0,0,8226,250,249,0,8210,0,0,0,8236,24,0,0,8138,19,0,0,8135,1730,5,0,8200,8100,12241,642,4310,0,0,0,0,0,0,0,0,0,0,0,0,48,108184,19290,12302,2354,149,0,0,136,1,0,0,0,1995,2,0,10,1,0,5,True,200,7.1,6.0,,,,,,,,,,,307.1,632.5,,,327.4,401.5,,,MIDDLE,10,DUO,,,,,524.3,407.1,,,0,0,2,False,True,True,False,True,False,0,1,7,0,1,1
205,2018-10-06 04:13:17.267,1592,2881325228,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,21,BRONZE,4,7,7,13,0,2085,2085,5828,5,0,False,False,False,False,False,False,8843,7550,0,1055,3142,3006,3147,0,0,3340,1,2,643,2,1,852,1554,644,3481,6,4,2,0,6,0,8128,1629,0,0,8139,981,0,0,8138,7,0,0,8135,376,4,0,8234,20,0,0,8226,250,623,0,8100,8200,101248,15098,10033,0,0,0,0,0,0,0,0,0,0,0,0,8,103378,15808,14389,2844,182,0,0,216,3,0,576,66,873,0,0,9,0,1,5,False,200,7.7,6.300000000000001,,,2.1,0.5,,,8.649999999999991,178.8,,,229.5,678.6,,,296.5,321.5,,,BOTTOM,6,DUO_CARRY,16.64999999999999,-9.949999999999989,,,342.29999999999995,391.4,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
206,2018-10-06 04:13:17.267,1592,2881325228,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,7,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,53,BRONZE,4,3,6,11,0,0,0,9804,3,0,False,False,False,False,False,False,5352,4925,0,3401,3117,2055,3082,1028,0,3364,0,0,0,0,0,786,11703,2662,3009,0,0,0,0,7,0,8465,930,0,0,8463,603,0,0,8429,62,14,10,8451,112,0,0,8136,6,85,0,8143,40,0,0,8400,8100,5623,984,7462,0,0,0,0,0,0,0,0,0,0,0,0,20,25706,3646,11341,1661,48,0,0,124,5,0,8378,0,869,0,0,61,7,5,27,False,200,1.4,2.1,,,2.1,0.5,,,8.649999999999991,178.8,,,181.1,415.7,,,152.0,208.10000000000002,,,BOTTOM,7,DUO_SUPPORT,16.64999999999999,-9.949999999999989,,,242.5,359.1,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
207,2018-10-06 04:13:17.267,1592,2881325228,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,164,SILVER,12,4,0,14,0,1573,1573,12717,5,0,False,False,False,False,False,False,8073,7683,0,1037,1028,1028,3078,3047,0,3363,1,4,0,2,1,693,464,464,1738,0,0,0,0,8,0,8229,701,0,0,8226,250,458,0,8210,0,0,0,8237,204,0,0,8139,598,0,0,8106,3,0,0,8200,8100,82116,7756,10839,0,0,0,0,0,0,0,0,0,0,0,0,12,99453,9589,15311,1089,167,0,0,282,1,0,16872,1368,2734,0,0,16,1,0,9,False,200,5.8,6.2,,,-1.1,-3.099999999999999,,,76.99999999999999,-110.89999999999998,,,302.2,642.5,,,240.79999999999998,288.9,,,TOP,8,SOLO,-20.69999999999999,-232.39999999999998,,,467.4,418.0,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
208,2018-10-06 04:13:17.267,1592,2881325228,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,9,38364439,38364439,NA1,/v1/stats/player_history/NA/38364439,NA,3632,24132946,DrArchadium,56,SILVER,4,11,3,13,0,5702,1083,9491,4,1,False,False,False,False,False,False,9125,8750,0,2031,3153,2055,3155,1416,3111,3340,2,4,0,2,2,552,6308,517,4332,78,0,64,0,9,0,8008,1,10,0,8009,707,83,0,9104,19,30,0,8014,143,0,0,8275,9,0,0,8234,39,0,0,8000,8200,95215,6220,14016,0,0,0,0,0,0,0,0,0,0,0,0,96,104636,7406,19274,6834,55,0,0,465,1,0,3112,668,925,0,0,22,5,1,12,False,200,0.0,3.099999999999999,,,-0.1,3.0,,,237.90000000000003,147.09999999999997,,,668.6,776.4,,,210.10000000000002,405.3,,,JUNGLE,9,NONE,-2.199999999999988,34.30000000000001,,,278.9,516.3,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
209,2018-10-06 04:13:17.267,1592,2881325228,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-06,8.19,10,34787499,34787499,NA1,/v1/stats/player_history/NA/34787499,NA,3440,21411852,Onishfu,45,GOLD,12,4,2,12,0,0,0,5151,9,0,False,False,False,False,False,False,7712,7600,0,1056,2003,3285,3089,1001,0,3340,0,3,0,0,1,248,85428,9250,3693,7,0,7,0,10,0,8229,445,0,0,8226,250,1007,0,8210,0,0,0,8236,24,0,0,8138,9,0,0,8135,1004,4,0,8200,8100,5422,201,9403,0,0,0,0,0,0,0,0,0,0,0,0,16,90930,9532,14215,906,130,0,0,34,1,0,80,80,1118,0,0,13,0,0,7,False,200,5.0,5.300000000000001,,,-1.2,-2.6999999999999993,,,-63.19999999999996,7.800000000000011,,,340.1,705.9,,,248.10000000000002,297.29999999999995,,,MIDDLE,10,SOLO,-74.90000000000003,-186.59999999999997,,,386.2,364.0,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
215,2018-10-05 05:32:59.501,2088,2880534703,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,145,BRONZE,4,7,11,16,0,8068,1712,8896,6,0,False,True,False,False,False,False,14013,13325,0,1037,3124,1038,3095,3006,3085,3364,3,7,595,3,1,765,20233,6948,4460,24,0,13,0,6,0,8005,1567,1083,484,9111,884,360,0,9104,15,0,0,8014,555,0,0,8226,250,569,0,8234,34,0,0,8000,8200,142777,11533,12353,0,0,0,0,0,0,0,0,0,0,0,0,0,173245,18740,17173,2162,223,0,0,286,3,0,10235,258,358,0,0,21,0,3,6,False,200,6.699999999999999,6.800000000000001,5.9,,1.549999999999999,-0.049999999999999004,-1.099999999999999,,-94.54999999999998,-210.35000000000002,-83.85000000000002,,242.8,156.7,607.3,,340.79999999999995,391.0,451.1,,BOTTOM,6,DUO_CARRY,2.350000000000051,150.8,-53.549999999999926,,292.4,482.6,517.9,,0,0,2,False,True,True,False,False,True,0,0,4,0,0,1
216,2018-10-05 05:32:59.501,2088,2880534703,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,11,15,0,442,0,20164,6,0,False,False,False,False,False,False,11489,10183,0,1028,3077,3053,3078,3047,1028,3363,1,5,0,2,1,700,28408,4263,5998,0,0,0,0,7,0,8010,499,0,0,9111,1276,320,0,9104,19,30,0,8014,309,0,0,8473,684,0,0,8472,0,0,0,8000,8400,97149,7878,16764,0,0,0,0,0,0,0,0,0,0,0,0,19,126863,13190,25101,3926,189,0,0,137,1,0,1305,1048,2337,0,0,29,0,3,10,False,200,3.7,6.6,6.1,,-3.3,-0.2,-2.3,,-55.900000000000006,-184.5,-432.2,,405.3,669.8,854.6,,206.39999999999998,321.9,399.4,,TOP,7,SOLO,-146.2,7.599999999999994,-104.09999999999997,,277.5,482.9,490.20000000000005,,0,0,2,False,True,True,False,False,True,0,0,4,0,0,1
217,2018-10-05 05:32:59.501,2088,2880534703,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,8,226762976,226762976,NA1,/v1/stats/player_history/NA1/226762976,NA1,3632,64739124,AgileOverlord,48,SILVER,4,11,7,15,0,14278,1937,28292,9,0,False,False,False,False,False,True,11514,12383,0,1400,2031,3047,3742,3078,0,3340,0,5,0,0,1,468,7983,4749,8811,100,8,65,0,8,0,8005,1975,1417,557,9111,254,240,0,9104,13,40,0,8014,384,0,0,8234,29,0,0,8232,5,50,0,8000,8200,142942,12814,30172,0,0,0,0,0,0,0,0,0,0,0,0,26,159798,19230,42267,17274,70,0,0,796,1,0,8871,1665,3284,1,0,27,1,1,12,False,200,0.1,1.799999999999999,4.1,,-0.1,-0.2,-0.399999999999999,,81.19999999999996,235.59999999999997,387.29999999999995,,534.4,964.7,1575.9,,249.2,431.1,306.8,,JUNGLE,8,NONE,1.099999999999994,38.80000000000001,-80.20000000000002,,245.2,496.6,499.79999999999995,,0,0,2,False,True,True,False,False,True,0,0,4,0,0,1
218,2018-10-05 05:32:59.501,2088,2880534703,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,157,SILVER,14,4,6,16,0,8903,6103,19139,7,0,False,False,False,False,False,False,13220,12925,0,3072,3031,3047,3046,1038,0,3340,2,6,685,2,1,767,12707,855,6970,8,4,1,0,9,0,8010,900,0,0,9111,815,240,0,9104,15,50,0,8014,275,0,0,8143,464,0,0,8106,4,0,0,8000,8100,158128,15290,10707,0,0,0,0,0,0,0,0,0,0,0,0,20,186189,21178,20002,1158,221,0,0,262,1,0,15353,5032,2323,3,0,22,1,0,12,False,200,6.1,5.699999999999999,6.300000000000001,,0.199999999999999,0.199999999999999,3.8,,-48.49999999999997,-538.9000000000001,-692.6,,383.1,476.5,713.6999999999999,,277.3,386.2,446.1,,MIDDLE,9,SOLO,24.099999999999994,27.69999999999999,83.49999999999997,,429.1,415.4,450.79999999999995,,0,0,2,False,True,True,False,False,True,0,0,4,0,0,1
219,2018-10-05 05:32:59.501,2088,2880534703,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,10,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,988,64811789,Channsanity,161,SILVER,14,4,14,14,0,3136,286,8158,7,0,False,False,False,False,False,False,11724,11175,0,3116,3027,3092,3158,3165,0,3340,2,6,0,2,1,588,76858,29956,4131,4,0,4,0,10,0,8229,4176,0,0,8226,250,966,0,8233,26,20,0,8236,48,0,0,8347,0,0,0,8345,4,0,0,8200,8300,4939,759,15511,0,0,0,0,0,0,0,0,0,0,0,0,51,96377,40507,21632,1622,32,0,0,971,1,0,14578,9791,1989,0,0,64,1,2,41,False,200,0.6000000000000001,1.0,1.2,,1.549999999999999,-0.049999999999999004,-1.099999999999999,,-94.54999999999998,-210.35000000000002,-83.85000000000002,,197.29999999999998,312.1,697.0,,194.0,375.7,364.9,,BOTTOM,10,DUO_SUPPORT,2.350000000000051,150.8,-53.549999999999926,,298.3,340.5,382.6,,0,0,2,False,True,True,False,False,True,0,0,4,0,0,1
235,2018-10-05 04:07:29.051,1599,2880469656,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,21,BRONZE,4,7,7,13,0,9531,9253,4182,5,0,False,False,,,False,True,9668,9150,0,1055,3142,3086,3006,3147,1042,3340,0,4,651,0,1,364,198,178,4605,5,1,4,0,6,0,8128,1350,0,0,8139,830,0,0,8138,9,0,0,8135,221,5,0,8234,19,0,0,8226,250,308,0,8100,8200,93556,12138,7317,0,0,0,0,0,0,0,0,0,0,0,0,2,97826,12426,12370,2353,152,0,0,45,2,0,4072,110,446,3,0,9,0,0,5,True,200,6.9,4.800000000000001,,,,,,,,,,,386.2,378.8,,,310.5,330.3,,,BOTTOM,6,SOLO,,,,,295.6,361.3,,,0,0,1,False,True,False,False,False,True,0,0,7,0,1,1
236,2018-10-05 04:07:29.051,1599,2880469656,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,7,37986663,37986663,NA1,/v1/stats/player_history/NA/37986663,NA,3632,23924232,Sheldor,53,BRONZE,4,3,9,11,0,2130,1437,5310,2,0,False,False,,,True,False,6880,6175,0,3401,3143,0,3117,0,0,3364,0,1,0,0,1,360,7737,2343,2324,8,0,0,0,7,0,8112,373,0,0,8143,62,0,0,8138,9,0,0,8106,5,0,0,8226,250,274,0,8210,0,0,0,8100,8200,8968,2287,5914,0,0,0,0,0,0,0,0,0,0,0,0,20,23821,4631,8665,2121,36,0,0,103,3,0,7115,0,426,0,0,34,5,3,17,True,200,1.3,1.3,,,,,,,,,,,309.3,116.60000000000001,,,198.5,192.0,,,TOP,7,DUO_SUPPORT,,,,,286.8,138.6,,,0,0,1,False,True,False,False,False,True,0,0,7,0,1,1
237,2018-10-05 04:07:29.051,1599,2880469656,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,8,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,2,14,0,1303,1303,10027,2,3,False,False,,,False,False,11280,10658,0,3052,3077,3053,3078,3111,0,3363,1,9,0,7,2,813,22473,3985,4669,0,0,0,0,8,0,8112,747,0,0,8143,405,0,0,8138,18,0,0,8135,1355,5,0,8473,570,0,0,8472,0,0,0,8100,8400,87110,9053,9605,0,0,0,0,0,0,0,0,0,0,0,0,14,109583,13038,15031,3549,193,0,0,98,1,0,0,0,756,1,0,18,1,0,10,True,200,7.6,7.5,,,2.3,2.499999999999999,,,118.3,262.5,,,233.2,640.6,,,255.6,434.7,,,MIDDLE,8,SOLO,-11.799999999999955,151.29999999999998,,,422.40000000000003,552.7,,,0,0,1,False,True,False,False,False,True,0,0,7,0,1,1
238,2018-10-05 04:07:29.051,1599,2880469656,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3506,22928658,iKledYouNot,45,SILVER,12,4,5,15,0,4045,4045,5592,1,0,False,False,,,False,False,11529,11100,0,1056,3089,1011,3191,3020,3285,3340,2,10,0,7,1,1165,131832,22187,3447,8,4,0,0,9,0,8229,1419,0,0,8226,250,801,0,8233,16,50,0,8237,204,0,0,9111,865,300,0,8014,602,0,0,8200,8000,8635,1390,7313,0,0,0,0,0,0,0,0,0,0,0,0,19,140467,23578,11923,2012,181,0,0,98,1,0,0,0,1161,1,0,21,2,0,11,True,200,5.6,8.7,,,,,,,,,,,188.9,636.4,,,280.4,495.29999999999995,,,TOP,9,DUO_CARRY,,,,,461.79999999999995,643.8,,,0,0,1,False,True,False,False,False,True,0,0,7,0,1,1
239,2018-10-05 04:07:29.051,1599,2880469656,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-05,8.19,10,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,988,64811789,Channsanity,145,SILVER,11,4,2,14,0,16193,2797,7199,1,0,False,True,,,False,False,10200,9750,0,1419,3124,2031,1001,3115,1042,3340,1,2,0,2,1,784,35879,1440,1513,142,16,100,0,10,0,8005,152,97,55,9111,55,80,0,9103,16,0,0,8014,105,0,0,8143,80,0,0,8138,7,0,0,8000,8100,114341,2898,13589,0,0,0,0,0,0,0,0,0,0,0,0,1,160294,4536,15118,7007,47,0,0,561,1,0,10074,198,16,1,0,25,1,1,9,True,200,0.5,1.0,,,-0.1,0.30000000000000004,,,-241.5,-213.29999999999998,,,456.7,714.2,,,334.20000000000005,335.8,,,JUNGLE,10,NONE,33.900000000000006,148.7,,,342.5,433.0,,,0,0,1,False,True,False,False,False,True,0,0,7,0,1,1
250,2018-10-03 05:14:59.323,1455,2879509751,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3632,61079726,Skeevo,119,BRONZE,4,7,4,11,0,5487,0,6137,5,1,False,False,False,False,False,False,8917,8100,0,1055,3072,3095,3006,0,0,3340,1,3,603,2,2,602,728,448,2634,10,0,7,0,1,0,8010,290,0,0,9111,245,140,0,9104,15,0,0,8014,116,0,0,8234,21,0,0,8236,14,0,0,8000,8200,79544,7308,10758,0,0,0,0,0,0,0,0,0,0,0,0,10,87152,8460,13584,900,150,0,0,98,3,0,6879,703,192,0,0,14,0,2,6,False,100,6.7,6.699999999999999,,,0.45,-0.05,,,89.35000000000001,79.55000000000001,,,237.6,593.7,,,240.39999999999998,490.1,,,BOTTOM,1,DUO_CARRY,-47.799999999999955,-8.349999999999994,,,281.3,444.40000000000003,,,0,0,2,False,False,True,False,False,False,0,0,0,0,0,1
251,2018-10-03 05:14:59.323,1455,2879509751,CLASSIC,MATCHED_GAME,8.19.246.5109,11,NA1,400,11,2018-10-03,8.19,2,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,2,12,0,496,496,11927,7,0,False,False,False,False,False,False,7589,6158,0,2033,1028,1036,3078,3047,0,3363,0,4,0,0,1,255,14869,4087,2896,0,0,0,0,2,0,8010,686,0,0,9111,377,120,0,9104,19,40,0,8014,158,0,0,8473,489,0,0,8472,0,0,0,8000,8400,46286,5682,14570,0,0,0,0,0,0,0,0,0,0,0,0,15,62784,11296,18403,1362,111,0,0,103,1,0,1629,1525,936,0,0,21,1,0,7,False,100,5.1,5.0,,,,,,,,,,,329.1,804.9,,,204.4,355.8,,,MIDDLE,2,SOLO,,,,,370.8,420.0,,,0,0,2,False,False,True,False,False,False,0,0,0,0,0,1
