,gameCreation,gameDuration,gameId,gameMode,gameType,gameVersion,mapId,platformId,queueId,seasonId,date,shortVersion,participantId,player.accountId,player.currentAccountId,player.currentPlatformId,player.matchHistoryUri,player.platformId,player.profileIcon,player.summonerId,player.summonerName,championId,highestAchievedSeasonTier,spell1Id,spell2Id,stats.assists,stats.champLevel,stats.combatPlayerScore,stats.damageDealtToObjectives,stats.damageDealtToTurrets,stats.damageSelfMitigated,stats.deaths,stats.doubleKills,stats.firstBloodAssist,stats.firstBloodKill,stats.firstInhibitorAssist,stats.firstInhibitorKill,stats.firstTowerAssist,stats.firstTowerKill,stats.goldEarned,stats.goldSpent,stats.inhibitorKills,stats.item0,stats.item1,stats.item2,stats.item3,stats.item4,stats.item5,stats.item6,stats.killingSprees,stats.kills,stats.largestCriticalStrike,stats.largestKillingSpree,stats.largestMultiKill,stats.longestTimeSpentLiving,stats.magicDamageDealt,stats.magicDamageDealtToChampions,stats.magicalDamageTaken,stats.neutralMinionsKilled,stats.neutralMinionsKilledEnemyJungle,stats.neutralMinionsKilledTeamJungle,stats.objectivePlayerScore,stats.participantId,stats.pentaKills,stats.perk0,stats.perk0Var1,stats.perk0Var2,stats.perk0Var3,stats.perk1,stats.perk1Var1,stats.perk1Var2,stats.perk1Var3,stats.perk2,stats.perk2Var1,stats.perk2Var2,stats.perk2Var3,stats.perk3,stats.perk3Var1,stats.perk3Var2,stats.perk3Var3,stats.perk4,stats.perk4Var1,stats.perk4Var2,stats.perk4Var3,stats.perk5,stats.perk5Var1,stats.perk5Var2,stats.perk5Var3,stats.perkPrimaryStyle,stats.perkSubStyle,stats.physicalDamageDealt,stats.physicalDamageDealtToChampions,stats.physicalDamageTaken,stats.playerScore0,stats.playerScore1,stats.playerScore2,stats.playerScore3,stats.playerScore4,stats.playerScore5,stats.playerScore6,stats.playerScore7,stats.playerScore8,stats.playerScore9,stats.quadraKills,stats.sightWardsBoughtInGame,stats.timeCCingOthers,stats.totalDamageDealt,stats.totalDamageDealtToChampions,stats.totalDamageTaken,stats.totalHeal,stats.totalMinionsKilled,stats.totalPlayerScore,stats.totalScoreRank,stats.totalTimeCrowdControlDealt,stats.totalUnitsHealed,stats.tripleKills,stats.trueDamageDealt,stats.trueDamageDealtToChampions,stats.trueDamageTaken,stats.turretKills,stats.unrealKills,stats.visionScore,stats.visionWardsBoughtInGame,stats.wardsKilled,stats.wardsPlaced,stats.win,teamId,timeline.creepsPerMinDeltas.0-10,timeline.creepsPerMinDeltas.10-20,timeline.creepsPerMinDeltas.20-30,timeline.creepsPerMinDeltas.30-end,timeline.csDiffPerMinDeltas.0-10,timeline.csDiffPerMinDeltas.10-20,timeline.csDiffPerMinDeltas.20-30,timeline.csDiffPerMinDeltas.30-end,timeline.damageTakenDiffPerMinDeltas.0-10,timeline.damageTakenDiffPerMinDeltas.10-20,timeline.damageTakenDiffPerMinDeltas.20-30,timeline.damageTakenDiffPerMinDeltas.30-end,timeline.damageTakenPerMinDeltas.0-10,timeline.damageTakenPerMinDeltas.10-20,timeline.damageTakenPerMinDeltas.20-30,timeline.damageTakenPerMinDeltas.30-end,timeline.goldPerMinDeltas.0-10,timeline.goldPerMinDeltas.10-20,timeline.goldPerMinDeltas.20-30,timeline.goldPerMinDeltas.30-end,timeline.lane,timeline.participantId,timeline.role,timeline.xpDiffPerMinDeltas.0-10,timeline.xpDiffPerMinDeltas.10-20,timeline.xpDiffPerMinDeltas.20-30,timeline.xpDiffPerMinDeltas.30-end,timeline.xpPerMinDeltas.0-10,timeline.xpPerMinDeltas.10-20,timeline.xpPerMinDeltas.20-30,timeline.xpPerMinDeltas.30-end,baronKills,dominionVictoryScore,dragonKills,firstBaron,firstBlood,firstDragon,firstInhibitor,firstRiftHerald,firstTower,inhibitorKills,riftHeraldKills,towerKills,vilemawKills,win,countnumber
1427,2018-10-13 06:31:06.074,2005,2886284306,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,8,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3776,23455234,BokuWaHenry,555,GOLD,14,4,16,15,0,4434,729,23315,6,0,False,False,False,False,False,False,11316,9050,0,3069,3117,2033,3110,3065,1028,3364,2,7,0,3,1,749,244,244,19110,8,4,0,0,8,0,8124,436,0,0,8126,531,0,0,8138,18,0,0,8106,5,0,0,8232,3,30,0,8234,38,0,0,8100,8200,34310,13545,11572,0,0,0,0,0,0,0,0,0,0,0,0,39,38509,17210,31330,11737,17,0,0,491,1,0,3954,3421,647,1,0,79,2,8,31,True,200,0.1,1.0,0.4,,0.4,1.15,-1.0,,-5.500000000000028,116.60000000000002,56.55000000000001,,522.5999999999999,765.4000000000001,1275.0,,203.0,298.1,364.1,,BOTTOM,8,DUO_SUPPORT,-1.050000000000011,73.75,112.14999999999998,,259.3,345.5,483.0,,1,0,3,True,True,True,True,False,True,2,0,10,0,1,1
1428,2018-10-13 06:31:06.074,2005,2886284306,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,63,SILVER,14,4,10,16,0,5855,3730,7765,4,0,False,False,False,False,False,True,13425,11200,0,1056,3020,0,3102,3027,3285,3363,1,7,0,5,1,1259,111681,22525,15099,3,0,3,0,9,0,8229,1436,0,0,8226,250,800,0,8233,17,50,0,8237,445,0,0,8139,1063,0,0,8106,5,0,0,8200,8100,12788,1329,5495,0,0,0,0,0,0,0,0,0,0,0,0,19,127709,24291,21345,4725,173,0,0,46,1,0,3240,437,749,3,0,34,2,0,13,True,200,4.300000000000001,6.4,4.6,,0.9,2.4,0.399999999999999,,98.29999999999998,245.70000000000002,-665.2,,554.4,535.3,614.3,,223.9,479.70000000000005,400.4,,MIDDLE,9,SOLO,-85.5,159.1,130.79999999999998,,312.3,532.2,415.0,,1,0,3,True,True,True,True,False,True,2,0,10,0,1,1
1429,2018-10-13 06:31:06.074,2005,2886284306,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,10,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,3632,64811789,Channsanity,54,SILVER,11,4,6,17,0,12686,2369,20594,6,0,False,False,True,False,False,False,14093,13350,0,1402,3020,3102,3285,3100,0,3340,3,11,0,4,1,523,106057,14801,10694,118,16,83,0,10,0,8112,1405,0,0,8143,621,0,0,8138,30,0,0,8106,5,0,0,8234,18,0,0,8236,48,0,0,8100,8200,50083,1504,8763,0,0,0,0,0,0,0,0,0,0,0,0,22,169110,17344,21977,5878,57,0,0,1159,1,0,12968,1038,2519,2,0,34,1,5,12,True,200,0.7000000000000001,0.899999999999999,3.9,,0.6000000000000001,-8.326672684688674e-17,2.199999999999999,,-120.4,-261.1,-316.30000000000007,,548.1,569.1,714.5,,341.1,378.9,472.6,,JUNGLE,10,NONE,-48.099999999999994,208.60000000000002,324.2,,271.0,493.5,667.3,,1,0,3,True,True,True,True,False,True,2,0,10,0,1,1
1430,2018-10-13 05:57:50.154,1527,2886276090,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3776,61079726,Skeevo,145,BRONZE,4,7,6,12,0,7367,3519,5057,2,0,False,False,False,False,False,False,9041,9150,0,3124,3095,3006,3086,0,0,3340,2,5,297,3,1,978,8681,2374,3728,4,0,1,0,1,0,8008,1,10,0,9111,408,220,0,9104,16,20,0,8014,217,0,0,8234,34,0,0,8236,14,0,0,8000,8200,79493,5468,6499,0,0,0,0,0,0,0,0,0,0,0,0,0,88174,7843,10241,2349,155,0,0,1,3,0,0,0,13,2,0,17,0,3,6,True,100,5.8,8.1,,,-1.0,-1.35,,,-47.5,249.70000000000002,,,239.6,401.79999999999995,,,284.5,333.4,,,BOTTOM,1,DUO_CARRY,37.55000000000001,37.349999999999966,,,314.5,514.2,,,0,0,2,False,True,True,True,False,False,1,0,4,0,1,1
1431,2018-10-13 05:57:50.154,1527,2886276090,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,2,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,39,SILVER,12,4,8,14,0,2873,2873,10178,1,2,False,False,True,False,False,False,10171,9033,0,2033,1036,3053,3078,3047,1006,3363,1,6,0,6,4,575,23326,3919,2833,0,0,0,0,2,0,8010,419,0,0,9111,1029,280,0,9104,16,30,0,8014,316,0,0,8473,641,0,0,8472,0,0,0,8000,8400,81167,6887,10214,0,0,0,0,0,0,0,0,0,0,1,0,15,109104,11966,13100,2935,172,0,0,196,1,1,4610,1159,52,0,0,26,0,0,8,True,100,5.2,7.6,,,,,,,,,,,384.5,579.1,,,199.2,530.7,,,TOP,2,DUO,,,,,398.3,480.2,,,0,0,2,False,True,True,True,False,False,1,0,4,0,1,1
1432,2018-10-13 05:57:50.154,1527,2886276090,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,3,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,412,SILVER,4,14,17,12,0,1844,1289,8706,1,0,False,True,True,False,False,False,7660,6550,0,3109,3117,3069,3024,1028,1029,3364,2,4,0,2,1,910,14129,6826,7105,0,0,0,0,3,0,8437,381,299,0,8473,378,0,0,8444,1092,0,0,8451,124,0,0,8224,234,0,0,8237,203,0,0,8400,8200,3254,1351,6557,0,0,0,0,0,0,0,0,0,0,0,0,45,18199,8993,13712,1328,11,0,0,143,1,0,816,816,48,1,0,41,2,3,21,True,100,0.0,0.5,,,-1.0,-1.35,,,-47.5,249.70000000000002,,,253.4,705.3,,,212.7,273.3,,,BOTTOM,3,DUO_SUPPORT,37.55000000000001,37.349999999999966,,,294.0,346.9,,,0,0,2,False,True,True,True,False,False,1,0,4,0,1,1
1433,2018-10-13 05:57:50.154,1527,2886276090,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,4,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3776,23455234,BokuWaHenry,5,GOLD,11,4,12,14,0,13391,2031,14041,3,0,False,False,False,True,False,False,8436,7000,1,3077,3047,2032,1412,3052,1028,3340,1,4,0,3,1,577,11349,1317,4081,92,6,65,0,4,0,8005,1731,1058,672,9101,917,1382,0,9105,17,50,0,8299,225,0,0,8135,2742,5,0,8143,325,0,0,8000,8100,96514,11618,19854,0,0,0,0,0,0,0,0,0,0,0,0,21,114997,13785,24007,13418,28,0,0,688,1,0,7133,850,72,0,0,30,1,1,9,True,100,0.0,0.8,,,-0.1,0.399999999999999,,,-36.29999999999998,45.60000000000002,,,625.5,1159.5,,,222.20000000000002,276.3,,,JUNGLE,4,NONE,-67.99999999999999,134.89999999999998,,,272.0,519.9,,,0,0,2,False,True,True,True,False,False,1,0,4,0,1,1
1434,2018-10-13 05:57:50.154,1527,2886276090,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,5,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,988,64811789,Channsanity,236,SILVER,14,4,12,14,0,3481,3481,6685,3,1,False,False,True,False,False,False,10045,8475,0,1055,3071,3153,3047,1051,0,3340,2,5,388,3,2,583,6716,1968,2284,10,6,4,0,5,0,8005,1702,1280,422,9111,340,340,0,9103,16,20,0,8014,411,0,0,8143,286,0,0,8135,1406,5,0,8000,8100,104590,12420,10823,0,0,0,0,0,0,0,0,0,0,0,0,3,114574,15516,13211,2237,171,0,0,133,1,0,3267,1127,104,1,0,14,1,1,9,True,100,7.6,6.3,,,,,,,,,,,248.7,730.3,,,314.9,321.29999999999995,,,TOP,5,DUO,,,,,450.9,404.0,,,0,0,2,False,True,True,True,False,False,1,0,4,0,1,1
1455,2018-10-13 07:12:26.978,2797,2886320290,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,6,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3776,61079726,Skeevo,29,BRONZE,4,7,8,18,0,39525,9036,7470,6,0,False,False,False,False,False,True,20295,19165,1,3031,3095,3026,3006,3087,3085,3363,2,8,935,3,1,726,20109,775,15403,48,8,12,0,6,0,8008,3,0,0,9111,1025,320,0,9104,19,30,0,8014,503,0,0,8234,17,0,0,8236,48,0,0,8000,8200,260319,17059,8138,0,0,0,0,0,0,0,0,0,0,0,0,10,311303,24020,24428,6737,292,0,0,624,3,0,30874,6185,886,2,0,31,1,7,9,True,200,5.4,7.1,5.3,6.333333333333333,0.399999999999999,0.4,0.25,1.399999999999999,-42.05000000000001,135.54999999999998,168.64999999999998,158.1999999999999,109.7,461.2,648.4,791.2666666666668,224.8,465.29999999999995,433.2,463.2,BOTTOM,6,DUO_CARRY,-2.800000000000011,2.449999999999988,74.94999999999996,63.833333333333314,251.8,443.1,567.2,589.1333333333333,2,0,4,True,True,True,True,False,True,4,0,11,0,1,1
1456,2018-10-13 07:12:26.978,2797,2886320290,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,7,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,41,SILVER,12,4,14,18,0,21255,7462,26430,3,1,False,False,False,True,False,False,20943,20608,2,3139,3046,3053,3078,3095,3147,3363,2,8,1157,5,2,1160,10780,7395,18133,8,4,0,0,7,0,8359,405,22,0,8304,10,0,0,8321,7,0,0,8347,0,0,0,8226,250,707,0,8210,0,0,0,8300,8200,403421,30908,23761,0,0,0,0,0,0,0,0,0,0,0,0,21,434738,45273,42345,22918,279,0,0,920,1,0,20536,6970,449,4,0,51,2,3,20,True,200,4.4,6.9,7.6,6.0,-3.899999999999999,-2.5,1.9,-0.066666666666666,-58.80000000000001,-423.79999999999995,-496.5000000000001,-1038.2,310.29999999999995,557.6,1141.6999999999998,1321.1333333333334,219.89999999999998,324.4,650.0,515.4,TOP,7,SOLO,-102.10000000000002,-40.099999999999966,320.6,100.7333333333333,380.3,525.6,760.2,611.8666666666667,2,0,4,True,True,True,True,False,True,4,0,11,0,1,1
1457,2018-10-13 07:12:26.978,2797,2886320290,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,8,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3776,23455234,BokuWaHenry,21,GOLD,3,4,17,18,0,6490,1771,23120,9,0,False,True,False,False,True,False,17750,15000,1,3092,3151,3083,3158,3116,3065,3364,1,7,209,3,1,946,86024,34849,24887,0,0,0,0,8,0,8229,6498,0,0,8226,250,1323,0,8234,19,0,0,8237,1224,0,0,8347,0,0,0,8304,9,3,0,8200,8300,41095,15950,20151,0,0,0,0,0,0,0,0,0,0,0,0,59,131780,54675,47397,4840,92,0,0,2831,1,0,4660,3875,2358,0,0,133,2,9,50,True,200,1.0,0.6000000000000001,3.099999999999999,2.4666666666666672,0.399999999999999,0.4,0.25,1.399999999999999,-42.05000000000001,135.54999999999998,168.64999999999998,158.1999999999999,293.9,732.5,940.9,1511.0666666666666,222.7,330.7,423.5,390.2,BOTTOM,8,DUO_SUPPORT,-2.800000000000011,2.449999999999988,74.94999999999996,63.833333333333314,283.5,306.3,511.4,439.1333333333334,2,0,4,True,True,True,True,False,True,4,0,11,0,1,1
1458,2018-10-13 07:12:26.978,2797,2886320290,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,55,SILVER,14,4,3,18,0,7526,4041,19455,7,0,False,False,True,False,False,False,16698,14550,0,3102,3191,3146,3020,3089,3108,3363,2,8,0,4,1,604,198435,27418,13185,4,4,0,0,9,0,8112,3072,0,0,8143,1085,0,0,8138,30,0,0,8106,5,0,0,9111,525,220,0,8014,596,0,0,8100,8000,16659,1524,14781,0,0,0,0,0,0,0,0,0,0,0,0,5,220663,32174,32155,10290,246,0,0,36,1,0,5567,3231,4189,1,0,40,2,3,19,True,200,5.2,6.199999999999999,6.4,3.6,-1.199999999999999,-0.6000000000000001,1.3,-1.333333333333333,68.90000000000002,216.99999999999994,-202.49999999999997,-309.4666666666667,400.5,685.5,508.29999999999995,1006.5333333333333,235.20000000000002,246.6,403.6,388.2,MIDDLE,9,SOLO,-31.200000000000045,-142.39999999999998,190.50000000000006,-11.666666666666648,448.2,398.1,649.7,512.4666666666667,2,0,4,True,True,True,True,False,True,4,0,11,0,1,1
1459,2018-10-13 07:12:26.978,2797,2886320290,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,10,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,3632,64811789,Channsanity,121,SILVER,11,4,4,18,0,25679,3474,34606,10,1,False,False,True,False,False,False,20250,22250,0,3031,3087,3142,3111,3071,3147,3340,2,12,875,4,2,697,10081,2681,17458,189,18,128,0,10,0,8128,2501,0,0,8143,1530,0,0,8138,18,0,0,8106,4,0,0,8210,12,0,0,8236,48,0,0,8100,8200,279117,29184,36427,0,0,0,0,0,0,0,0,0,0,0,0,6,306920,33989,55325,24608,115,0,0,386,1,0,17720,2123,1440,1,0,66,1,8,17,True,200,0.0,1.3,1.6,5.733333333333333,-0.1,-0.9,-1.5,2.333333333333333,112.39999999999998,303.40000000000003,233.00000000000006,61.33333333333341,697.5999999999999,1038.6,1286.1,1482.0,251.5,440.40000000000003,411.6,525.4,JUNGLE,10,NONE,87.5,80.79999999999995,48.29999999999998,419.0,324.3,554.5999999999999,533.5,820.6,2,0,4,True,True,True,True,False,True,4,0,11,0,1,1
1460,2018-10-13 08:05:40.082,1739,2886317161,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,1,218766345,218766345,NA1,/v1/stats/player_history/NA1/218766345,NA1,3776,61079726,Skeevo,150,BRONZE,4,7,5,13,0,548,548,8868,5,0,False,False,False,False,False,False,9389,8750,0,1055,3067,3087,3006,1051,3095,3340,0,2,435,0,1,680,8706,1207,6975,0,0,0,0,1,0,8021,1076,0,0,9111,412,140,0,9104,19,40,0,8014,199,0,0,8234,30,0,0,8236,14,0,0,8000,8200,88321,10653,11829,0,0,0,0,0,0,0,0,0,0,0,0,18,97027,11860,20509,3688,167,0,0,387,3,0,0,0,1705,0,0,15,0,2,6,False,100,6.300000000000001,5.5,,,0.05,-0.34999999999999903,,,94.5,368.90000000000003,,,281.5,793.7,,,224.39999999999998,412.9,,,BOTTOM,1,DUO_CARRY,-13.450000000000031,-78.55000000000001,,,290.0,440.79999999999995,,,0,0,0,False,False,False,False,False,False,0,0,0,0,0,1
1461,2018-10-13 08:05:40.082,1739,2886317161,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,2,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,12,4,0,13,0,0,0,6148,9,0,False,False,False,False,False,False,7082,6625,0,2033,3146,3916,0,3020,0,3363,0,0,0,0,0,356,72176,5756,6618,0,0,0,0,2,0,8112,531,0,0,8143,170,0,0,8138,0,0,0,8135,288,0,0,8234,27,0,0,8237,151,0,0,8100,8200,13778,1189,9376,0,0,0,0,0,0,0,0,0,0,0,0,4,89365,6945,16703,2270,158,0,0,80,1,0,3410,0,707,0,0,36,1,0,10,False,100,4.2,6.699999999999999,,,-1.4,-0.29999999999999905,,,-43.599999999999994,-311.5,,,244.3,450.3,,,190.10000000000002,259.0,,,TOP,2,SOLO,-102.10000000000005,-203.3,,,310.9,412.3,,,0,0,0,False,False,False,False,False,False,0,0,0,0,0,1
1462,2018-10-13 08:05:40.082,1739,2886317161,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,3,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3776,23455234,BokuWaHenry,555,GOLD,14,4,2,12,0,0,0,19502,9,0,False,False,False,False,False,False,8330,7425,0,3069,3111,2033,3024,3065,1029,3364,1,7,0,2,1,666,209,209,11338,0,0,0,0,3,0,8112,545,0,0,8143,249,0,0,8138,18,0,0,8105,9,3,0,8473,770,0,0,8444,1082,0,0,8100,8400,20479,8246,13145,0,0,0,0,0,0,0,0,0,0,0,0,24,35108,10259,25611,5443,22,0,0,163,1,0,14419,1804,1127,0,0,62,3,11,33,False,100,0.1,0.7000000000000001,,,0.05,-0.34999999999999903,,,94.5,368.90000000000003,,,310.4,1180.0,,,166.3,292.4,,,BOTTOM,3,DUO_SUPPORT,-13.450000000000031,-78.55000000000001,,,287.6,300.5,,,0,0,0,False,False,False,False,False,False,0,0,0,0,0,1
1463,2018-10-13 08:05:40.082,1739,2886317161,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,4,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,38,SILVER,14,4,3,13,0,0,0,12529,7,0,False,False,False,False,False,False,8094,7575,0,2033,3027,3100,3020,0,0,3340,0,1,0,0,1,751,45782,11698,11816,0,0,0,0,4,0,8229,905,0,0,8226,250,549,0,8233,16,0,0,8237,345,0,0,8143,317,0,0,8135,1118,2,0,8200,8100,19536,1410,10378,0,0,0,0,0,0,0,0,0,0,0,0,17,73627,14422,22698,2840,140,0,0,82,1,0,8309,1314,504,0,0,20,1,2,10,False,100,5.1,5.6,,,-0.8,-1.3,,,150.79999999999998,165.79999999999998,,,427.6,795.5,,,206.2,301.70000000000005,,,MIDDLE,4,SOLO,-46.69999999999999,-77.9,,,417.0,425.29999999999995,,,0,0,0,False,False,False,False,False,False,0,0,0,0,0,1
1464,2018-10-13 08:05:40.082,1739,2886317161,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-13,8.2,5,226905149,226905149,NA1,/v1/stats/player_history/NA1/226905149,NA1,3632,64811789,Channsanity,22,SILVER,11,4,4,13,0,1873,0,9538,5,0,False,False,False,False,False,False,7999,7925,0,1419,1051,3153,1042,3111,0,3340,0,0,224,0,0,1068,7215,1480,6991,114,4,93,0,5,0,8005,359,244,114,9111,156,80,0,9103,22,50,0,8014,64,0,0,8236,14,0,0,8233,19,10,0,8000,8200,111284,6460,16063,0,0,0,0,0,0,0,0,0,0,0,0,34,129663,8345,23268,7677,30,0,0,3112,1,0,11164,404,213,0,0,36,2,2,11,False,100,0.5,0.6000000000000001,,,0.30000000000000004,-1.1,,,88.89999999999995,144.10000000000002,,,582.5999999999999,798.0,,,193.8,305.29999999999995,,,JUNGLE,5,NONE,-26.099999999999994,-1.200000000000017,,,262.4,496.4,,,0,0,0,False,False,False,False,False,False,0,0,0,0,0,1
1565,2018-10-14 02:56:00.355,1460,2886791676,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-14,8.2,6,231710330,231710330,NA1,/v1/stats/player_history/NA1/231710330,NA1,3460,73012371,jokokoloko,84,SILVER,12,4,3,13,0,1031,1031,7848,7,0,False,False,,,False,False,8748,8585,0,2031,3146,3165,1052,3020,0,3363,1,4,0,2,1,454,57254,9894,2767,0,0,0,0,6,0,8437,392,329,0,8473,557,0,0,8472,0,0,0,8453,470,19,0,8139,782,0,0,8135,910,3,0,8400,8100,15327,2831,15539,0,0,0,0,0,0,0,0,0,0,0,0,5,72582,12726,18829,4420,117,0,0,73,1,0,0,0,523,1,0,13,0,1,6,False,200,4.800000000000001,4.3,,,1.4,0.899999999999999,,,26.000000000000014,235.5,,,268.0,930.4000000000001,,,199.60000000000002,371.4,,,TOP,6,SOLO,-41.099999999999994,-138.50000000000003,,,372.4,424.6,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
1566,2018-10-14 02:56:00.355,1460,2886791676,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-14,8.2,7,37013139,37013139,NA1,/v1/stats/player_history/NA/37013139,NA,1447,23037187,Fláy ,412,SILVER,4,14,8,11,0,186,186,11160,6,0,False,False,,,False,False,6527,5950,0,3109,3024,3069,3117,0,0,3364,0,2,0,0,1,533,11002,5193,2899,0,0,0,0,7,0,8437,252,202,0,8473,300,0,0,8444,844,0,0,8451,89,0,0,8224,316,0,0,8237,168,0,0,8400,8200,4454,1388,11634,0,0,0,0,0,0,0,0,0,0,0,0,31,16392,7474,14642,155,18,0,0,117,1,0,934,892,108,0,0,25,2,2,13,False,200,0.5,1.1,,,0.099999999999999,0.6000000000000001,,,51.650000000000006,152.85000000000002,,,274.1,678.4,,,203.0,305.8,,,BOTTOM,7,DUO_SUPPORT,-12.999999999999986,56.64999999999998,,,259.3,412.9,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
1567,2018-10-14 02:56:00.355,1460,2886791676,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-14,8.2,8,37545502,37545502,NA1,/v1/stats/player_history/NA/37545502,NA,3776,23455234,BokuWaHenry,555,GOLD,14,4,2,11,0,0,0,11301,6,2,False,False,,,False,False,7765,7200,0,2033,3147,3047,1054,3044,3067,3340,2,7,0,3,2,711,208,208,5652,0,0,0,0,8,0,8112,708,0,0,8143,253,0,0,8138,11,0,0,8106,4,0,0,8232,1,0,0,8234,22,0,0,8100,8200,40824,7528,11361,0,0,0,0,0,0,0,0,0,0,0,0,29,44630,9762,17593,2980,90,0,0,235,1,0,3597,2025,580,0,0,22,2,3,9,False,200,4.8,3.9,,,0.099999999999999,0.6000000000000001,,,51.650000000000006,152.85000000000002,,,314.7,783.3,,,259.9,255.2,,,BOTTOM,8,DUO_CARRY,-12.999999999999986,56.64999999999998,,,264.3,341.9,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
1568,2018-10-14 02:56:00.355,1460,2886791676,CLASSIC,MATCHED_GAME,8.20.249.1952,11,NA1,400,11,2018-10-14,8.2,9,36877032,36877032,NA1,/v1/stats/player_history/NA/36877032,NA,3776,22928658,iKledYouNot,56,SILVER,14,4,3,12,0,0,0,10192,8,0,False,False,,,False,False,8160,8000,0,1055,3022,3047,3147,0,0,3340,1,4,0,2,1,519,998,828,3214,4,0,4,0,9,0,8112,940,0,0,8143,236,0,0,8138,7,0,0,8106,4,0,0,9111,353,140,0,8014,202,0,0,8100,8000,74784,10422,15080,0,0,0,0,0,0,0,0,0,0,0,0,133,82628,12044,19832,2586,123,0,0,272,1,0,6845,793,1537,0,0,15,0,2,8,False,200,4.800000000000001,4.7,,,-1.9999999999999991,-2.599999999999999,,,127.2,557.3000000000001,,,374.2,1102.2,,,259.0,305.5,,,MIDDLE,9,SOLO,-20.099999999999994,-299.0999999999999,,,399.4,334.20000000000005,,,0,0,0,False,False,False,False,False,False,0,0,1,0,0,1
